start_station_name,rides_all,rides_january,rides_jan14_16,first_ride,last_ride,first_lat,first_lng,pct_january,pct_jan1416
900 W Harrison St,12646,449,4,2023-02-01,2024-01-31,41.842626214,-87.704150558,42.606357741578364,0.37956666139490747
Aberdeen St & Jackson Blvd,14926,544,14,2023-02-01,2024-01-31,41.869211066666665,-87.71304606666666,43.735763097949885,1.125552726785475
Aberdeen St & Monroe St,10096,384,8,2023-02-01,2024-01-31,41.880094166666666,-87.668944,45.64183835182251,0.9508716323296355
Aberdeen St & Randolph St,11000,304,6,2023-02-01,2024-01-31,41.882124833333336,-87.67228113333333,33.163636363636364,0.6545454545454545
Ada St & Washington Blvd,6698,252,5,2023-02-01,2024-01-31,41.882617833333335,-87.70212518333334,45.14780531501941,0.8957897879964168
Adler Planetarium,16893,108,5,2023-02-01,2024-01-31,41.83867632897121,-87.64862671494483,7.67181672882259,0.3551767004084532
Albany Ave & Bloomingdale Ave,5344,189,5,2023-02-01,2024-01-31,41.87799763333334,-87.70529233333333,42.44011976047904,1.122754491017964
Albany Ave & Montrose Ave,2046,40,1,2023-02-04,2024-01-31,41.94975911666667,-87.74686418333333,23.46041055718475,0.5865102639296188
Artesian Ave & Hubbard St,5244,247,6,2023-02-01,2024-01-31,41.82328903333333,-87.69066023333333,56.52173913043478,1.3729977116704806
Ashland Ave & 13th St,3474,105,2,2023-02-01,2024-01-31,41.705845233333335,-87.71734213333333,36.26943005181347,0.690846286701209
Ashland Ave & Archer Ave,1827,38,0,2023-02-01,2024-01-30,41.838741422,-87.666129708,24.958949096880133,0.0
Ashland Ave & Augusta Blvd,7276,238,3,2023-02-01,2024-01-31,41.8831125,-87.66937483333334,39.25233644859813,0.4947773501924134
Ashland Ave & Belle Plaine Ave,3189,66,1,2023-02-01,2024-01-31,41.955620766,-87.669084907,24.835371589840076,0.37629350893697083
Ashland Ave & Blackhawk St,8438,174,2,2023-02-01,2024-01-31,41.883601657275165,-87.67021583333333,24.74520028442759,0.2844275894761792
Ashland Ave & Chicago Ave,6444,184,3,2023-02-01,2024-01-31,41.8723992,-87.684258223,34.26443202979516,0.5586592178770949
Ashland Ave & Division St,21837,535,6,2023-02-01,2024-01-31,41.86700236666667,-87.70517783333334,29.39964280807803,0.32971562027751067
Ashland Ave & Grace St,7883,217,6,2023-02-01,2024-01-31,41.912005533333335,-87.71029495,33.03310922237727,0.9133578586832424
Ashland Ave & Grand Ave,5566,147,2,2023-02-01,2024-01-31,41.86700236666667,-87.667085886,31.692418253683076,0.4311893639956881
Ashland Ave & Lake St,6374,167,1,2023-02-01,2024-01-31,41.883601657275165,-87.68064771666667,31.440225917791025,0.1882648258550361
Ashland Ave & Wellington Ave,7406,188,0,2023-02-01,2024-01-31,41.8879894,-87.67018783333333,30.461787739670537,0.0
Ashland Ave & Wrightwood Ave,5466,187,3,2023-02-01,2024-01-31,41.890812278,-87.677449942,41.05378704720088,0.6586169045005489
Avers Ave & Belmont Ave,2423,51,1,2023-02-01,2024-01-31,41.939285278,-87.72370851,25.257944696657038,0.49525381758151055
Avondale Ave & Irving Park Rd,2605,58,0,2023-02-01,2024-01-31,41.952617645,-87.74017285,26.71785028790787,0.0
Benson Ave & Church St,5958,208,5,2023-02-01,2024-01-31,42.032597303,-87.683772445,41.8932527693857,1.0070493454179255
Bernard St & Elston Ave,1827,70,2,2023-02-01,2024-01-31,41.949303746,-87.714966655,45.97701149425287,1.3136288998357963
Bissell St & Armitage Ave*,9389,322,9,2023-02-01,2024-01-31,41.9116985,-87.65908001666666,41.15454254979231,1.1502822451805303
Blackstone Ave & 59th St,4463,634,17,2023-09-14,2024-01-31,41.787442565,-87.6280285,170.46829486892224,4.5709164239300915
Blackstone Ave & Hyde Park Blvd,4871,193,10,2023-02-01,2024-01-31,41.80186483333333,-87.68012498333333,47.54670498870868,2.463559843974543
Blue Island Ave & 18th St,5537,111,1,2023-02-02,2024-01-31,41.856827736,-87.68962943333334,24.056348202998013,0.2167238576846668
Broadway & Argyle St,8819,208,1,2023-02-01,2024-01-31,41.877773046,-87.73053848333333,28.3025286313641,0.13606984918925047
Broadway & Barry Ave,28223,656,12,2023-02-01,2024-01-31,41.8679495,-87.68010996666666,27.892144704673495,0.5102221592318322
Broadway & Belmont Ave,16462,399,10,2023-02-01,2024-01-31,41.883601657275165,-87.66778016666666,29.085165836471873,0.7289515247236059
Broadway & Berwyn Ave,7694,190,1,2023-02-01,2024-01-31,41.9433502470174,-87.67066776752472,29.63348063426046,0.15596568754873927
Broadway & Cornelia Ave,21002,457,4,2023-02-01,2024-01-31,41.760866283333336,-87.836727262,26.111798876297495,0.2285496619369584
Broadway & Granville Ave,7053,149,3,2023-02-01,2024-01-31,41.993975878,-87.661162853,25.350914504466186,0.5104210974053595
Broadway & Ridge Ave,6471,121,4,2023-02-01,2024-01-31,41.89479433333333,-87.73060976666666,22.438572090866945,0.7417709782104775
Broadway & Sheridan Rd,15907,419,9,2023-02-01,2024-01-31,41.877773046,-87.73060976666666,31.608725718237253,0.6789463758093921
Broadway & Thorndale Ave,7329,142,4,2023-02-01,2024-01-31,41.979096,-87.66846501666667,23.25010233319689,0.6549324600900532
Broadway & Waveland Ave,21967,608,11,2023-02-01,2024-01-31,41.802354097,-87.73060976666666,33.21345654845905,0.6009013520280421
Broadway & Wilson Ave,11779,327,7,2023-02-01,2024-01-31,41.889583816666665,-87.74485883333334,33.31352406825707,0.7131335427455642
Buckingham Fountain,4294,68,0,2023-02-03,2024-01-31,41.868288,-87.6403712,19.003260363297624,0.0
Buckingham Fountain (Temp),4547,0,0,2023-06-06,2023-09-20,41.864011833333336,-87.62938516666667,0.0,0.0
Burling St & Diversey Pkwy,13766,274,7,2023-02-01,2024-01-31,41.82328903333333,-87.67228113333333,23.884933895103877,0.6101990411157925
Burnham Harbor,9602,59,0,2023-02-04,2024-01-31,41.8573535,-87.680122,7.37346386169548,0.0
California Ave & Altgeld St,4028,104,0,2023-02-01,2024-01-31,41.8538097,-87.71515141666667,30.983118172790466,0.0
California Ave & Byron St,2547,78,0,2023-02-02,2024-01-31,41.9520385,-87.698472261,36.74911660777385,0.0
California Ave & Cortez St,5938,106,1,2023-02-01,2024-01-31,41.878830183333335,-87.697281122,21.421353991242842,0.20208824520040417
California Ave & Division St,4107,85,0,2023-02-01,2024-01-31,41.902752995,-87.70609883333333,24.83564645726808,0.0
California Ave & Fletcher St,2937,43,1,2023-02-01,2024-01-31,41.89030098333333,-87.698260546,17.56894790602656,0.40858018386108275
California Ave & Francis Pl,4747,109,2,2023-04-19,2024-01-31,41.89030098333333,-87.69797366666667,27.554244786180746,0.5055824731409311
California Ave & Lake St,1118,25,0,2023-02-06,2024-01-31,41.88326513333333,-87.696460128,26.833631484794275,0.0
California Ave & Milwaukee Ave,11908,354,8,2023-02-01,2024-01-31,41.89003216666666,-87.698373675,35.67349680886799,0.8061807188444743
California Ave & Montrose Ave,3376,53,0,2023-02-01,2024-01-31,41.88549170626906,-87.695581794,18.838862559241708,0.0
California Ave & North Ave,4313,100,1,2023-02-01,2024-01-31,41.8830718,-87.698490262,27.82286111755159,0.2782286111755159
Calumet Ave & 18th St,8212,125,3,2023-02-01,2024-01-31,41.856329679,-87.64862671494483,18.265952264978083,0.43838285435947394
Calumet Ave & 21st St,4250,54,0,2023-02-01,2024-01-31,41.83479225,-87.64862671494483,15.24705882352941,0.0
Calumet Ave & 33rd St,12716,482,10,2023-02-01,2024-01-31,41.7998048,-87.735646129,45.48600188738597,0.9436929852154765
Calumet Ave & 35th St,4019,146,5,2023-02-01,2024-01-31,41.764829866666666,-87.735646129,43.59293356556357,1.4929086837521772
Calumet Ave & 51st St,1013,13,0,2023-02-04,2024-01-30,41.801697612,-87.618364811,15.399802566633761,0.0
Campbell Ave & Augusta Blvd,2126,88,1,2023-04-27,2024-01-31,41.899345875,-87.69,49.67074317968015,0.5644402634054563
Campbell Ave & Fullerton Ave,3201,48,0,2023-02-01,2024-01-31,41.88205033333333,-87.80576116666667,17.994376757263357,0.0
Campbell Ave & Montrose Ave,3153,131,9,2023-02-01,2024-01-31,41.961040139,-87.692321,49.857278782112274,3.4253092293054235
Campbell Ave & North Ave,6219,184,3,2023-02-01,2024-01-31,41.883601657275165,-87.689738274,35.50410033767487,0.5788712011577424
Canal St & Adams St,22843,958,21,2023-02-01,2024-01-31,41.867241502,-87.68051826666667,50.32613929869107,1.1031825942301798
Canal St & Harrison St,3149,92,1,2023-02-01,2024-01-31,41.873815298,-87.63986233333333,35.05874880914576,0.38107335662114955
Canal St & Jackson Blvd,14120,512,4,2023-02-01,2024-01-31,41.868329,-87.679359078,43.51274787535411,0.33994334277620397
Canal St & Madison St,19269,747,14,2023-02-01,2024-01-31,41.87175558333333,-87.698501229,46.52031760859411,0.8718667289428615
Canal St & Monroe St,15474,552,6,2023-02-01,2024-01-31,41.8461902,-87.701378942,42.80728964715006,0.46529662659945714
Canal St & Taylor St,6487,249,6,2023-02-01,2024-01-31,41.869545579,-87.639618278,46.061353476183136,1.1099121319562202
Cannon Dr & Fullerton Ave,6103,48,0,2023-02-01,2024-01-31,41.87249816666667,-87.65218332409859,9.437981320661969,0.0
Carpenter St & Huron St,11381,271,4,2023-02-01,2024-01-31,41.883601657275165,-87.74485883333334,28.573939021175644,0.4217555575081276
Central Park Ave & Bloomingdale Ave,2590,56,1,2023-02-01,2024-01-31,41.914067984,-87.71692884,25.945945945945947,0.46332046332046334
Central Park Ave & Elbridge Ave,2906,52,0,2023-02-02,2024-01-31,41.935056567,-87.717354894,21.472814865794906,0.0
Central Park Ave & North Ave,1226,16,1,2023-02-04,2024-01-30,41.909307166666665,-87.72649383333334,15.66068515497553,0.9787928221859706
Central St & Girard Ave,1048,32,0,2023-02-02,2024-01-31,42.064088583,-87.68627033333334,36.6412213740458,0.0
Central St Metra,1137,41,0,2023-02-01,2024-01-31,42.063572764,-87.69890213,43.27176781002638,0.0
Cherry Ave & Blackhawk St,2240,83,1,2023-02-01,2024-01-31,41.906417131,-87.65602839,44.464285714285715,0.5357142857142857
Chicago Ave & Sheridan Rd,4674,226,10,2023-02-01,2024-01-31,42.049838662,-87.678306699,58.02310654685494,2.5673940949935816
Chicago Ave & Washington St,2888,81,4,2023-02-01,2024-01-31,42.032401204,-87.67946466666666,33.65650969529086,1.6620498614958448
Christiana Ave & Lawrence Ave,1817,30,0,2023-02-01,2024-01-31,41.84688818333333,-87.712074876,19.81287837094111,0.0
Cityfront Plaza Dr & Pioneer Ct,12810,328,8,2023-02-01,2024-01-31,41.881695032,-87.68018376666667,30.72599531615925,0.7494145199063232
Claremont Ave & Hirsch St,3386,92,1,2023-02-01,2024-01-31,41.888929,-87.68654418,32.60484347312463,0.3544004725339634
Clarendon Ave & Gordon Ter,14956,447,11,2023-02-01,2024-01-31,41.883601657275165,-87.73060976666666,35.86520460016047,0.8825889275207275
Clarendon Ave & Junior Ter,11427,227,2,2023-02-01,2024-01-31,41.883601657275165,-87.65228927135468,23.83827776319244,0.2100288789708585
Clarendon Ave & Leland Ave,6486,154,3,2023-02-01,2024-01-31,41.965655,-87.651119828,28.492136910268272,0.5550416281221091
Clark St & 9th St (AMLI),5916,176,3,2023-02-01,2024-01-31,41.869936585,-87.631776929,35.699797160243406,0.6085192697768763
Clark St & Armitage Ave,26262,439,7,2023-02-01,2024-01-31,41.765909666666666,-87.68051826666667,20.059401416495316,0.3198537811286269
Clark St & Berwyn Ave,12280,272,5,2023-02-01,2024-01-31,41.88416981666667,-87.74485883333334,26.579804560260587,0.48859934853420195
Clark St & Bryn Mawr Ave,9244,231,4,2023-02-01,2024-01-31,41.889922733333336,-87.73053848333333,29.98701860666378,0.5192557334487234
Clark St & Chicago Ave,11141,333,9,2023-02-01,2024-01-31,41.853214418519656,-87.71590655,35.867516380935285,0.9693923346198725
Clark St & Columbia Ave,2552,56,4,2023-02-01,2024-01-31,42.0043555,-87.672639251,26.33228840125392,1.8808777429467085
Clark St & Drummond Pl,20813,484,10,2023-02-01,2024-01-31,41.87799155,-87.68956516666667,27.905635900639023,0.5765627252198146
Clark St & Elm St,35366,999,15,2023-02-01,2024-01-31,41.765909666666666,-87.68022536666666,33.896963184979924,0.5089634111858847
Clark St & Elmdale Ave,3621,80,0,2023-02-01,2024-01-31,41.990184188,-87.66986733333333,26.51201325600663,0.0
Clark St & Grace St,13417,243,5,2023-02-01,2024-01-31,41.87371633333333,-87.74485883333334,21.733621524931056,0.44719385853767607
Clark St & Ida B Wells Dr,8222,253,5,2023-02-01,2024-01-31,41.84707783333333,-87.68022536666666,36.92532230600827,0.7297494526879105
Clark St & Jarvis Ave,1351,45,0,2023-02-01,2024-01-31,42.015801668,-87.67512716666667,39.97039230199852,0.0
Clark St & Lake St,16032,579,14,2023-02-01,2024-01-31,41.882201183333336,-87.66196321666666,43.33832335329341,1.0479041916167664
Clark St & Leland Ave,10221,293,14,2023-02-01,2024-01-31,41.890040166666665,-87.74485883333334,34.39976518931611,1.6436747872028177
Clark St & Lincoln Ave,25306,365,10,2023-02-01,2024-01-31,41.867979,-87.68450333333334,17.30814826523354,0.47419584288311073
Clark St & Lunt Ave,4462,162,0,2023-02-01,2024-01-31,41.90066456666667,-87.675451636,43.56790676826535,0.0
Clark St & Montrose Ave,7826,162,4,2023-02-01,2024-01-31,41.878295422,-87.67066776752472,24.840276003066702,0.6133401482238692
Clark St & Newport St,21803,414,10,2023-02-01,2024-01-31,41.760866283333336,-87.68654208333334,22.785855157547125,0.5503829748199789
Clark St & North Ave,12086,198,0,2023-02-01,2024-01-31,41.883601657275165,-87.6756519,19.65910971371835,0.0
Clark St & Randolph St,14071,303,2,2023-02-01,2024-01-24,41.7643715,-87.68010996666666,25.840380925307368,0.17056357046407505
Clark St & Schiller St,18471,476,12,2023-02-01,2024-01-30,41.760866283333336,-87.64862671494483,30.924151372421633,0.779600454766932
Clark St & Schreiber Ave,3448,79,0,2023-02-01,2024-01-31,41.999057293,-87.6715765,27.494199535962878,0.0
Clark St & Touhy Ave,1250,42,1,2023-02-02,2024-01-31,41.98121248333333,-87.69046723333334,40.32,0.96
Clark St & Wellington Ave,16473,370,13,2023-02-01,2024-01-31,41.883601657275165,-87.68777143333334,26.953196139136768,0.947004188672373
Clark St & Winnemac Ave,15698,381,1,2023-02-01,2024-01-31,41.88549170626906,-87.68010996666666,29.124729264874507,0.07644285896292521
Clark St & Wrightwood Ave,23300,425,11,2023-02-01,2024-01-31,41.82328903333333,-87.680651665,21.888412017167383,0.5665236051502146
Clifton Ave & Armitage Ave,10697,275,3,2023-02-01,2024-01-31,41.9079215,-87.66032983333334,30.849770963821634,0.3365429559689633
Clinton St & 18th St,3156,74,1,2023-02-01,2024-01-31,41.8567855,-87.6465425,28.136882129277566,0.38022813688212925
Clinton St & Jackson Blvd,22462,952,14,2023-02-01,2024-01-31,41.87277781666667,-87.66055116666666,50.8592289199537,0.7479298370581426
Clinton St & Lake St,18043,609,25,2023-02-01,2024-01-31,41.765909666666666,-87.72222923333334,40.50324225461398,1.6626946738347281
Clinton St & Madison St,26894,1323,28,2023-02-01,2024-01-31,41.87108416666667,-87.74686418333333,59.03175429463821,1.2493492972410203
Clinton St & Polk St,1175,34,0,2023-02-01,2024-01-31,41.871271,-87.64106369,34.723404255319146,0.0
Clinton St & Roosevelt Rd,7375,158,5,2023-02-01,2024-01-31,41.831712,-87.64615733333333,25.708474576271186,0.8135593220338984
Clinton St & Tilden St,5313,212,8,2023-02-01,2024-01-31,41.875371933,-87.641623855,47.882552230378316,1.8068887634105026
Clinton St & Washington Blvd,32594,1517,37,2023-02-01,2024-01-31,41.863205,-87.74686418333333,55.850770080382894,1.3622139043995827
Clybourn Ave & Division St,6822,197,3,2023-02-01,2024-01-31,41.883601657275165,-87.64862671494483,34.65259454705365,0.5277044854881267
Columbus Dr & Randolph St,20390,575,10,2023-02-01,2024-01-31,41.867241502,-87.64999936666666,33.84011770475723,0.588523786169691
Cornell Ave & Hyde Park Blvd,7268,219,5,2023-02-01,2024-01-31,41.801563859,-87.6127505,36.15850302696753,0.825536598789213
Cottage Grove Ave & 43rd St,1033,30,0,2023-02-01,2024-01-30,41.816175818,-87.606804729,34.84995159728945,0.0
Cottage Grove Ave & 47th St,1317,37,0,2023-02-02,2024-01-31,41.809733987,-87.607012749,33.712984054669704,0.0
Cottage Grove Ave & 51st St,1505,36,0,2023-02-01,2024-01-31,41.802048206,-87.606690407,28.704318936877076,0.0
Cottage Grove Ave & 63rd St,1426,60,1,2023-02-01,2024-01-31,41.779827714,-87.606362224,50.490883590462836,0.8415147265077139
Cottage Grove Ave & Oakwood Blvd,1056,21,0,2023-02-07,2024-01-31,41.82286316666666,-87.63122355,23.863636363636363,0.0
Daley Center Plaza,18746,716,25,2023-02-01,2024-01-31,41.87496816666667,-87.68005096666667,45.83377787261282,1.600341406166649
Damen Ave & Charleston St,6286,210,2,2023-02-01,2024-01-31,41.88549170626906,-87.68630038333333,40.089086859688194,0.38180082723512565
Damen Ave & Chicago Ave,10090,310,6,2023-02-01,2024-01-31,41.885584,-87.71931195,36.86818632309217,0.7135777998017839
Damen Ave & Clybourn Ave,4726,110,2,2023-02-01,2024-01-31,41.931186438,-87.67870295,27.930596699111298,0.5078290308929327
Damen Ave & Cortland St,11292,219,4,2023-02-01,2024-01-31,41.883601657275165,-87.68015061666667,23.273113708820404,0.4250797024442083
Damen Ave & Cullerton St,2382,52,3,2023-02-01,2024-01-31,41.854475856,-87.676015973,26.19647355163728,1.5113350125944585
Damen Ave & Division St,8018,235,5,2023-02-01,2024-01-31,41.838450193,-87.70318883333333,35.17086555250686,0.7483162883512098
Damen Ave & Foster Ave,5082,126,1,2023-02-01,2024-01-31,41.890009165,-87.680651665,29.75206611570248,0.2361275088547816
Damen Ave & Grand Ave,5846,167,4,2023-02-01,2024-01-31,41.838450193,-87.716762,34.27984946972289,0.8210742387957578
Damen Ave & Leland Ave,6887,199,7,2023-02-01,2024-01-31,41.9433502470174,-87.692483902,34.67402352257877,1.2196892696384491
Damen Ave & Madison St,3258,129,2,2023-02-02,2024-01-31,41.87978123333333,-87.68630038333333,47.51381215469613,0.7366482504604052
Damen Ave & Melrose Ave,3975,77,0,2023-02-01,2024-01-31,41.890159483333335,-87.68022536666666,23.245283018867923,0.0
Damen Ave & Pierce Ave,19964,455,8,2023-02-01,2024-01-31,41.8485715,-87.70160533333333,27.349228611500703,0.48086555800440794
Damen Ave & Sunnyside Ave,3898,91,1,2023-02-01,2024-01-31,41.943197,-87.679632425,28.0143663417137,0.3078501795792714
Damen Ave & Thomas St (Augusta Blvd),8474,249,4,2023-02-01,2024-01-31,41.882883668,-87.68599833333333,35.26079773424593,0.5664385178192117
Damen Ave & Wabansia Ave,2843,85,0,2023-05-25,2024-01-31,41.91195883333333,-87.677770257,35.877594090749206,0.0
Damen Ave & Walnut (Lake) St,2785,96,2,2023-02-01,2024-01-31,41.875786781,-87.680134416,41.36445242369838,0.8617594254937163
Damen Ave & Wellington Ave,5393,110,0,2023-02-01,2024-01-31,41.894250274,-87.678701282,24.47617281661413,0.0
Dayton St & North Ave,12243,307,9,2023-02-01,2024-01-31,41.8807814,-87.680651665,30.090664052928204,0.882136731193335
Dearborn Pkwy & Delaware Pl,21078,603,15,2023-02-01,2024-01-31,41.880208731,-87.65647745,34.32963279248506,0.8539709649871904
Dearborn St & Adams St,9369,364,16,2023-02-01,2024-01-31,41.857827666666665,-87.68005096666667,46.62183797630483,2.049311559398015
Dearborn St & Erie St,23889,699,21,2023-02-01,2024-01-31,41.87916993333333,-87.68610881666666,35.11239482607058,1.0548788145171417
Dearborn St & Monroe St,19059,776,16,2023-02-01,2024-01-31,41.843359666666665,-87.701378942,48.85880686289942,1.0073980796474107
Dearborn St & Van Buren St,6081,169,0,2023-02-01,2024-01-31,41.87161063333333,-87.64862671494483,33.34977799703996,0.0
Delano Ct & Roosevelt Rd,7455,110,0,2023-02-01,2024-01-31,41.853214418519656,-87.65228927135468,17.706237424547282,0.0
Desplaines St & Jackson Blvd,13768,420,3,2023-02-01,2024-01-31,41.87725266666666,-87.65228927135468,36.60662405578152,0.26147588611272515
Desplaines St & Kinzie St,23153,772,22,2023-02-01,2024-01-31,41.87256061666667,-87.836727262,40.012093465209695,1.1402410054852503
Desplaines St & Randolph St,10448,209,3,2023-02-01,2024-01-31,41.873934507,-87.68014866666667,24.00459418070444,0.3445635528330781
Dorchester Ave & 49th St,1096,26,0,2023-02-01,2024-01-31,41.780446887,-87.596431732,28.467153284671532,0.0
Drake Ave & Addison St,1881,60,1,2023-02-01,2024-01-31,41.946725368,-87.717858434,38.27751196172249,0.6379585326953748
Drake Ave & Montrose Ave,1291,21,0,2023-02-01,2024-01-31,41.960848689,-87.7167895,19.519752130131682,0.0
Drexel Ave & 60th St,1990,250,6,2023-08-03,2024-01-31,41.785452604,-87.604867697,150.7537688442211,3.6180904522613067
DuSable Lake Shore Dr & Belmont Ave,20799,249,8,2023-02-01,2024-01-31,41.879627228,-87.695759,14.36607529208135,0.46156065195442086
DuSable Lake Shore Dr & Diversey Pkwy,21557,170,3,2023-02-01,2024-01-31,41.8538097,-87.71515141666667,9.463283388226563,0.16699911861576286
DuSable Lake Shore Dr & Monroe St,40163,200,7,2023-02-01,2024-01-31,41.822673,-87.68018376666667,5.975649229390235,0.20914772302865822
DuSable Lake Shore Dr & North Blvd,35874,138,1,2023-02-01,2024-01-31,41.733342,-87.6779642,4.616156547917712,0.03345040976751965
DuSable Lake Shore Dr & Wellington Ave,17909,166,3,2023-02-01,2024-01-31,41.88416981666667,-87.68067533333334,11.122899101010665,0.20101624881344576
