start_station_name,rides_all,rides_january,rides_jan14_16,first_ride,last_ride,first_lat,first_lng,pct_january,pct_jan1416
Ogden Ave & Chicago Ave,13133,349,3,2023-02-01,2024-01-31,41.883601657275165,-87.68975805,31.889134241985836,0.2741186324526003
Ogden Ave & Congress Pkwy,4148,123,2,2023-02-01,2024-01-31,41.874650598,-87.75756263333334,35.58341369334619,0.5785920925747348
Ogden Ave & Race Ave,9235,237,2,2023-02-01,2024-01-31,41.880384803,-87.68051826666667,30.7958852192745,0.2598808879263671
Ogden Ave & Roosevelt Rd,2535,84,0,2023-02-01,2024-01-31,41.705845233333335,-87.71734213333333,39.76331360946745,0.0
Orleans St & Chestnut St (NEXT Apts),9174,247,7,2023-02-01,2024-01-31,41.883601657275165,-87.64862671494483,32.30869849574886,0.9156311314584696
Orleans St & Elm St,6294,142,1,2023-02-01,2024-01-31,41.87799155,-87.64862671494483,27.073403241182078,0.19065776930409914
Orleans St & Hubbard St,9052,315,8,2023-02-01,2024-01-31,41.880144954,-87.74686418333333,41.758727353071144,1.0605391073795847
Orleans St & Merchandise Mart Plaza,19987,729,10,2023-02-01,2024-01-31,41.879223466,-87.68005096666667,43.76844949216991,0.6003902536648822
Paulina Ave & North Ave,7282,150,4,2023-02-01,2024-01-31,41.86556503333333,-87.716762,24.718483932985443,0.6591595715462785
Paulina St & 18th St,4463,146,5,2023-02-02,2024-01-31,41.8538097,-87.71515141666667,39.25610575845844,1.3443871835088506
Paulina St & Flournoy St,8375,314,5,2023-02-01,2024-01-31,41.853214418519656,-87.68599833333333,44.9910447761194,0.7164179104477612
Paulina St & Howard St,2639,74,2,2023-02-01,2024-01-31,42.018464804,-87.673820972,33.64910951117848,0.9094353921940129
Paulina St & Montrose Ave,5523,216,11,2023-02-01,2024-01-31,41.89023363333333,-87.68015061666667,46.931015752308525,2.390005431830527
Peoria St & Jackson Blvd,17446,623,11,2023-02-01,2024-01-31,41.842626214,-87.704150558,42.85222973747564,0.7566204287515763
Pine Grove Ave & Irving Park Rd,16546,338,10,2023-02-01,2024-01-31,41.877773046,-87.66593216666666,24.513477577662275,0.7252508159071679
Pine Grove Ave & Waveland Ave,21160,485,8,2023-02-01,2024-01-31,41.883601657275165,-87.67066776752472,27.504725897920604,0.45368620037807184
Prairie Ave & Garfield Blvd,1297,43,1,2023-02-02,2024-01-31,41.794573188,-87.6280285,39.784117193523514,0.9252120277563608
Racine Ave & 13th St,1372,44,0,2023-02-01,2024-01-31,41.864669919,-87.657460332,38.48396501457726,0.0
Racine Ave & 15th St,3129,78,0,2023-02-01,2024-01-31,41.860921025,-87.68962943333334,29.913710450623203,0.0
Racine Ave & 18th St,6183,185,5,2023-02-01,2024-01-31,41.857611656,-87.68051826666667,35.904900533721495,0.970402717127608
Racine Ave & 35th St,1960,44,1,2023-02-01,2024-01-31,41.82897083333334,-87.656564832,26.93877551020408,0.6122448979591837
Racine Ave & Belmont Ave,13469,240,1,2023-02-01,2024-01-31,41.87371633333333,-87.68022536666666,21.382433736728785,0.0890934739030366
Racine Ave & Congress Pkwy,9152,293,6,2023-02-01,2024-01-31,41.873949289,-87.68679498333333,38.41783216783217,0.7867132867132867
Racine Ave & Fullerton Ave,16108,359,6,2023-02-01,2024-01-31,41.883601657275165,-87.66383028,26.744474795132852,0.4469828656568165
Racine Ave & Randolph St,5019,124,3,2023-02-01,2024-01-31,41.882810354,-87.68021606666667,29.647340107591155,0.7172743574417214
Racine Ave & Washington Blvd,5312,140,4,2023-02-01,2024-01-31,41.882334232,-87.68074183333333,31.626506024096386,0.9036144578313253
Racine Ave & Wrightwood Ave,8096,203,3,2023-02-01,2024-01-31,41.90694833333333,-87.65933013,30.08893280632411,0.44466403162055335
Ravenswood Ave & Berteau Ave,4176,133,0,2023-02-01,2024-01-31,41.957329512,-87.67393916666667,38.2183908045977,0.0
Ravenswood Ave & Irving Park Rd,5754,168,3,2023-02-01,2024-01-31,41.916861833333336,-87.74485883333334,35.03649635036496,0.6256517205422315
Ravenswood Ave & Lawrence Ave,17706,663,0,2023-02-01,2024-01-31,41.889862883333336,-87.6800928,44.93392070484582,0.0
Rhodes Ave & 32nd St,8976,296,10,2023-02-01,2024-01-31,41.764829866666666,-87.735646129,39.57219251336898,1.3368983957219251
Richmond St & Diversey Ave,3483,50,3,2023-02-01,2024-01-31,41.93176043,-87.701492906,17.22652885443583,1.0335917312661498
Ritchie Ct & Banks St,11195,197,0,2023-02-01,2024-01-31,41.883601657275165,-87.667791843,21.116569897275568,0.0
Rockwell St & Eastwood Ave,3446,82,1,2023-02-01,2024-01-31,41.9433502470174,-87.73053848333333,28.554846198491003,0.3482298316889147
Rockwell St & Fletcher St,2161,38,0,2023-02-01,2024-01-31,41.93833433333333,-87.693145037,21.10134197130958,0.0
Rush St & Cedar St,15832,365,6,2023-02-01,2024-01-31,41.879114628,-87.64862671494483,27.665487620010108,0.45477513895907024
Rush St & Hubbard St,10236,348,7,2023-02-01,2024-01-31,41.88135176666667,-87.67352198333333,40.79718640093787,0.82063305978898
Rush St & Superior St,14836,541,16,2023-02-01,2024-01-31,41.85649776666666,-87.71590655,43.758425451604204,1.2941493664060393
Sangamon St & Lake St,12256,324,5,2023-02-01,2024-01-31,41.883601657275165,-87.680501819,31.723237597911226,0.489556135770235
Sangamon St & Washington Blvd,7942,178,3,2023-02-01,2024-01-31,41.882367492,-87.668944,26.894988667841854,0.45328632586250317
Sawyer Ave & Irving Park Rd,1389,37,0,2023-02-03,2024-01-31,41.953506947,-87.709532142,31.965442764578835,0.0
Sedgwick St & Huron St,15038,540,14,2023-02-01,2024-01-31,41.854018927,-87.717513323,43.09083654741322,1.117169836414417
Sedgwick St & North Ave,14783,328,9,2023-02-01,2024-01-31,41.8674606,-87.680501819,26.62517756882906,0.7305688967056755
Sedgwick St & Schiller St,5207,151,4,2023-02-01,2024-01-31,41.90657258,-87.640671134,34.79930862300749,0.9218359900134434
Sedgwick St & Webster Ave,14961,315,1,2023-02-01,2024-01-31,41.890109897,-87.680501819,25.26569079606978,0.08020854220974534
Seeley Ave & Roscoe St,6528,127,3,2023-02-01,2024-01-31,41.916861833333336,-87.74485883333334,23.345588235294116,0.5514705882352942
Shedd Aquarium,22556,246,7,2023-02-01,2024-01-31,41.858131666666665,-87.65010321666666,13.087426848732045,0.3724064550452208
Sheffield Ave & Fullerton Ave,24942,809,10,2023-02-01,2024-01-31,41.883601657275165,-87.69046723333334,38.9222997353861,0.4811161895597787
Sheffield Ave & Kingsbury St,13960,368,7,2023-02-01,2024-01-31,41.81359016666666,-87.69312383333333,31.63323782234957,0.6017191977077364
Sheffield Ave & Waveland Ave,20132,395,11,2023-02-01,2024-01-31,41.760866283333336,-87.655380726,23.544605603020067,0.6556725610967614
Sheffield Ave & Webster Ave,18283,359,5,2023-02-01,2024-01-31,41.875538166666665,-87.674988,23.562872613903625,0.3281737132855658
Sheffield Ave & Wellington Ave,16835,322,4,2023-02-01,2024-01-31,41.883174419,-87.69066023333333,22.95218295218295,0.28512028512028514
Sheffield Ave & Willow St,9841,215,8,2023-02-01,2024-01-31,41.883601657275165,-87.69635233333334,26.216847881312876,0.9755106188395488
Sheffield Ave & Wrightwood Ave,17417,343,4,2023-02-01,2024-01-31,41.879996657,-87.836727262,23.63208359648619,0.2755928116208302
Sheridan Rd & Argyle St,7589,151,1,2023-02-02,2024-01-31,41.916861833333336,-87.74485883333334,23.876663592041112,0.15812359994729214
Sheridan Rd & Buena Ave,11159,236,4,2023-02-01,2024-01-31,41.890072333333336,-87.68067216666667,25.378618155748722,0.43014607043641906
Sheridan Rd & Columbia Ave,3233,85,2,2023-02-01,2024-01-31,42.004333138,-87.66186383333333,31.549644293226105,0.7423445716053202
Sheridan Rd & Greenleaf Ave,2002,46,1,2023-02-01,2024-01-31,42.010166287,-87.662523508,27.57242757242757,0.5994005994005994
Sheridan Rd & Irving Park Rd,19004,501,8,2023-02-01,2024-01-31,41.8538097,-87.71515141666667,31.635445169438015,0.5051568090928226
Sheridan Rd & Lawrence Ave,6597,174,1,2023-02-01,2024-01-31,41.942109216666665,-87.67820968333334,31.65075034106412,0.18190086402910413
Sheridan Rd & Loyola Ave,4779,114,3,2023-02-01,2024-01-31,42.000660419,-87.661519885,28.625235404896422,0.7532956685499058
Sheridan Rd & Montrose Ave,15193,360,3,2023-02-01,2024-01-31,41.877773046,-87.68063283333333,28.434147304679787,0.23695122753899822
Sheridan Rd & Noyes St (NU),6830,350,12,2023-02-01,2024-01-31,42.057661295,-87.6778301,61.49341142020498,2.108345534407028
Shields Ave & 28th Pl,3043,78,1,2023-02-01,2024-01-31,41.842327237,-87.63812898333333,30.75911929017417,0.39434768320736113
Shields Ave & 31st St,5442,156,2,2023-02-01,2024-01-31,41.83820641,-87.704150558,34.39911797133407,0.4410143329658214
Shore Dr & 55th St,10776,265,10,2023-02-01,2024-01-31,41.784333583333336,-87.7510985,29.510022271714924,1.1135857461024499
Smith Park,2069,53,0,2023-02-02,2024-01-31,41.86700236666667,-87.689525843,30.739487675205414,0.0
South Shore Dr & 67th St,1283,32,2,2023-02-01,2024-01-29,41.773429513,-87.567516923,29.929851909586905,1.8706157443491815
South Shore Dr & 71st St,1187,18,0,2023-02-03,2024-01-31,41.76612716666666,-87.56603966666667,18.197135636057286,0.0
Southport Ave & Belmont Ave,12222,293,2,2023-02-01,2024-01-31,41.9180845,-87.6767115,28.767795778105057,0.19636720667648502
Southport Ave & Clark St,4004,126,3,2023-02-01,2024-01-31,41.93418716666667,-87.664411426,37.76223776223776,0.8991008991008991
Southport Ave & Clybourn Ave,8679,255,6,2023-02-01,2024-01-31,41.8723992,-87.69046723333334,35.257518147251986,0.8295886622882821
Southport Ave & Irving Park Rd,8581,233,4,2023-02-01,2024-01-31,41.88164746666666,-87.74485883333334,32.58361496329099,0.5593753641766693
Southport Ave & Roscoe St,19288,343,9,2023-02-01,2024-01-31,41.89963383333333,-87.67105639,21.33969307341352,0.5599336374948154
Southport Ave & Waveland Ave,19767,407,7,2023-02-01,2024-01-31,41.8538097,-87.74821933333334,24.707846410684475,0.42495067536803766
Southport Ave & Wellington Ave,14134,308,3,2023-02-01,2024-01-31,41.883601657275165,-87.66777836666667,26.149709919343426,0.25470496674685156
Southport Ave & Wrightwood Ave,11774,269,4,2023-02-01,2024-01-31,41.87799155,-87.664601564,27.416341090538474,0.4076779344317989
Spaulding Ave & Armitage Ave,5696,149,3,2023-02-01,2024-01-31,41.89050016666667,-87.75756263333334,31.390449438202246,0.6320224719101124
Spaulding Ave & Division St,1781,36,0,2023-02-01,2024-01-31,41.8723992,-87.709583521,24.256035934868052,0.0
St. Clair St & Erie St,21283,603,18,2023-02-01,2024-01-31,41.884327412,-87.6413306,33.99896631114035,1.0148945167504582
St. Louis Ave & Balmoral Ave,1177,19,0,2023-02-02,2024-01-31,41.84797476666667,-87.716310024,19.37128292268479,0.0
St. Louis Ave & Fullerton Ave,3380,77,0,2023-02-01,2024-01-31,41.924271703,-87.76630316666666,27.337278106508876,0.0
State St & 19th St,2983,57,1,2023-02-02,2024-01-31,41.855887651,-87.628319621,22.929936305732483,0.4022795843110962
State St & 29th St,1245,29,0,2023-02-01,2024-01-31,41.841631413,-87.627061,27.951807228915662,0.0
State St & 33rd St,17975,623,8,2023-02-01,2024-01-31,41.764829866666666,-87.704150558,41.59109874826147,0.5340751043115438
State St & 35th St,6889,182,1,2023-02-01,2024-01-31,41.8300457,-87.704150558,31.70271447234722,0.17419073885905065
State St & Chicago Ave,25307,871,29,2023-02-01,2024-01-31,41.87430088333333,-87.666705,41.30082585845813,1.3751136049314419
State St & Harrison St,8559,184,4,2023-02-01,2024-01-31,41.8735345,-87.68015061666667,25.797406239046616,0.5608131791097091
State St & Kinzie St,15248,509,4,2023-02-01,2024-01-31,41.86700236666667,-87.67599081666667,40.057712486883524,0.3147953830010493
State St & Pearson St,9276,238,1,2023-02-01,2024-01-31,41.883601657275165,-87.68015516666667,30.789133247089264,0.129366106080207
State St & Randolph St,16681,380,12,2023-02-01,2024-01-31,41.882820964,-87.64862671494483,27.33649061806846,0.8632575984653198
State St & Van Buren St,9647,237,4,2023-02-01,2024-01-31,41.876473188,-87.68077563333334,29.48066756504613,0.49756400953664354
Stave St & Armitage Ave,5106,129,1,2023-02-01,2024-01-31,41.869366883333335,-87.692293525,30.317273795534664,0.23501762632197415
Stetson Ave & South Water St,10943,329,2,2023-02-01,2024-01-31,41.869631,-87.668377161,36.077857991410035,0.21931828566206707
Stockton Dr & Wrightwood Ave,16060,277,6,2023-02-01,2024-01-31,41.889894,-87.65516833333334,20.697384806973847,0.44831880448318806
Streeter Dr & Grand Ave,63012,285,0,2023-02-01,2024-01-31,41.84851066666667,-87.73060976666666,5.427537611883451,0.0
Talman Ave & Addison St,3556,110,0,2023-02-01,2024-01-31,41.946367621,-87.69485569,37.120359955005625,0.0
Theater on the Lake,30020,147,1,2023-02-01,2024-01-31,41.78806956666666,-87.677449942,5.876082611592272,0.039973351099267154
Throop St & Taylor St,7282,154,2,2023-02-01,2024-01-31,41.868688703,-87.67369333333333,25.377643504531722,0.32957978577313923
Troy St & Elston Ave,2519,72,2,2023-02-01,2024-01-31,41.939463,-87.7068815,34.29932512901945,0.9527590313616514
Troy St & Grace St,1219,41,0,2023-02-01,2024-01-30,41.95,-87.71,40.360951599671864,0.0
Troy St & North Ave,2897,63,0,2023-02-01,2024-01-31,41.909360528,-87.705670595,26.095961339316535,0.0
University Ave & 57th St,25908,1361,44,2023-02-01,2024-01-31,41.78859966666667,-87.735646129,63.03844372394627,2.0379805465493286
University Ave & 59th St,2698,293,1,2023-08-29,2024-01-31,41.787532568,-87.59945383333333,130.31875463306153,0.4447739065974796
University Library (NU),2847,89,2,2023-02-01,2024-01-31,42.052443624,-87.673808098,37.5131717597471,0.8429926238145417
W Armitage Ave & N Sheffield Ave,3220,76,0,2023-02-01,2024-01-31,41.91753602,-87.653869152,28.322981366459626,0.0
W Oakdale Ave & N Broadway,3419,94,0,2023-02-01,2024-01-31,41.935364604,-87.64435266666666,32.99210295408014,0.0
W Washington Blvd & N Peoria St,1501,100,0,2023-05-25,2024-01-30,41.88283533333333,-87.65030833333333,79.94670219853431,0.0
Wabash Ave & 16th St,9231,261,6,2023-02-01,2024-01-31,41.853214418519656,-87.64816068333333,33.92915177120572,0.7799805004874878
Wabash Ave & 9th St,13716,306,0,2023-02-01,2024-01-31,41.853214418519656,-87.64862671494483,26.771653543307085,0.0
Wabash Ave & Adams St,10058,297,6,2023-02-01,2024-01-31,41.8461902,-87.65228927135468,35.43448001590774,0.7158480811294492
Wabash Ave & Cermak Rd,3537,71,3,2023-02-01,2024-01-31,41.851881981,-87.627052307,24.088210347752334,1.0178117048346056
Wabash Ave & Grand Ave,25008,662,25,2023-02-01,2024-01-31,41.867054224,-87.65662183333333,31.765834932821498,1.199616122840691
Wabash Ave & Roosevelt Rd,20421,488,11,2023-02-01,2024-01-31,41.857843757,-87.64862671494483,28.676362567944764,0.6463934185397385
Wabash Ave & Wacker Pl,12633,288,3,2023-02-01,2024-01-31,41.879781723,-87.66676566666666,27.356922346236047,0.2849679411066255
Wacker Dr & Washington St,10336,420,5,2023-02-01,2024-01-31,41.881284952,-87.68003986666666,48.76160990712074,0.5804953560371517
Wallace St & 35th St,2196,51,1,2023-02-02,2024-01-31,41.830507833333336,-87.641464829,27.868852459016395,0.546448087431694
Walsh Park,7481,187,7,2023-02-01,2024-01-31,41.883601657275165,-87.695415378,29.995989840930356,1.1228445395000668
Warren Park West,1229,47,3,2023-02-01,2024-01-31,41.98121248333333,-87.69046723333334,45.89096826688365,2.9292107404393817
Washtenaw Ave & Lawrence Ave,2654,83,0,2023-02-01,2024-01-31,41.968141317,-87.696387291,37.528259231348905,0.0
Wells St & 19th St,2006,15,0,2023-02-01,2024-01-31,41.856659,-87.63405916666666,8.97308075772682,0.0
Wells St & Concord Ln,33239,703,4,2023-02-01,2024-01-31,41.854018927,-87.76630316666666,25.379824904479676,0.14440867655464965
Wells St & Elm St,30235,948,25,2023-02-01,2024-01-31,41.765909666666666,-87.65324533333333,37.62526872829502,0.992227550851662
Wells St & Evergreen Ave,18921,398,3,2023-02-01,2024-01-31,41.883601657275165,-87.69864033333333,25.24179483114,0.19026478515934675
Wells St & Hubbard St,23483,801,29,2023-02-01,2024-01-31,41.8769195,-87.697837,40.93173785291487,1.4819230933015373
Wells St & Huron St,24686,671,25,2023-02-01,2024-01-31,41.760866283333336,-87.68943463333333,32.61767803613384,1.215263712225553
Wells St & Institute Pl,7017,204,3,2023-02-01,2024-01-31,41.883601657275165,-87.65228927135468,34.88670371953826,0.5130397605814451
Wells St & Polk St,10371,343,10,2023-02-01,2024-01-31,41.867158651,-87.68003986666666,39.68759039629737,1.1570726063060457
Wells St & Walton St,11896,349,10,2023-02-01,2024-01-31,41.876955333333335,-87.64862671494483,35.205110961667785,1.0087424344317417
Wentworth Ave & 24th St,1643,35,1,2023-04-19,2024-01-31,41.849758863,-87.632544279,25.562994522215458,0.7303712720632989
Wentworth Ave & 33rd St,3832,112,2,2023-02-01,2024-01-31,41.834326029,-87.632998943,35.07306889352818,0.6263048016701461
Wentworth Ave & 35th St,2508,58,0,2023-02-01,2024-01-31,41.830299377,-87.63282907,27.751196172248804,0.0
Wentworth Ave & Cermak Rd,4940,70,2,2023-02-01,2024-01-31,41.8461902,-87.667806,17.004048582995953,0.48582995951417
Wentworth Ave & Cermak Rd*,3885,64,3,2023-04-12,2024-01-31,41.852663755,-87.63381716666666,19.768339768339768,0.9266409266409267
Western Ave & 21st St,1724,54,0,2023-02-01,2024-01-31,41.7998048,-87.68592833333334,37.58700696055684,0.0
Western Ave & Berteau Ave,1098,50,0,2023-02-02,2024-01-31,41.957522833333336,-87.69,54.6448087431694,0.0
Western Ave & Congress Pkwy,3733,100,1,2023-02-01,2024-01-31,41.873980165,-87.686995149,32.14572729708009,0.32145727297080096
Western Ave & Division St,6465,189,2,2023-02-01,2024-01-31,41.86700236666667,-87.70212518333334,35.08120649651972,0.37122969837587005
Western Ave & Fillmore St,5473,126,2,2023-02-01,2024-01-31,41.867931366,-87.68679498333333,27.626530239356843,0.43851635300566416
Western Ave & Grace St,1410,31,0,2023-02-01,2024-01-31,41.95,-87.69,26.382978723404257,0.0
Western Ave & Granville Ave,1239,21,0,2023-02-02,2024-01-30,41.99409566666667,-87.68964383333334,20.338983050847457,0.0
Western Ave & Gunnison St,1044,36,0,2023-02-01,2024-01-31,41.969371319,-87.69,41.37931034482759,0.0
Western Ave & Howard St,1210,38,0,2023-02-01,2024-01-31,42.018834352,-87.690270782,37.68595041322314,0.0
Western Ave & Leland Ave,8162,213,5,2023-02-01,2024-01-31,41.78806956666666,-87.689684391,31.31585395736339,0.7351139426611125
Western Ave & Lunt Ave,1763,49,1,2023-02-01,2024-01-31,41.90066456666667,-87.690605283,33.352240499149175,0.6806579693703914
Western Ave & Monroe St,2522,83,0,2023-02-01,2024-01-31,41.87743433333333,-87.68633283333334,39.49246629659001,0.0
Western Ave & Roscoe St,3339,75,0,2023-02-01,2024-01-31,41.916861833333336,-87.74485883333334,26.954177897574123,0.0
Western Ave & Walton St,6863,164,0,2023-02-01,2024-01-31,41.885356183333336,-87.697243,28.675506338336003,0.0
Western Ave & Winnebago Ave,10277,294,3,2023-02-01,2024-01-31,41.82328903333333,-87.687470198,34.32908436314099,0.35029677921572444
Wilton Ave & Belmont Ave,27236,631,9,2023-02-01,2024-01-31,41.8538097,-87.71515141666667,27.801439271552358,0.3965339991188133
Wilton Ave & Diversey Pkwy,17734,360,7,2023-02-01,2024-01-31,41.82328903333333,-87.7024089,24.359986466674187,0.47366640351866474
Wilton Ave & Diversey Pkwy*,2428,106,3,2023-02-01,2024-01-31,41.91820216666667,-87.6571035,52.38879736408567,1.4827018121911038
Winchester (Ravenswood) Ave & Balmoral Ave,1855,85,2,2023-02-02,2024-01-31,41.97966616666667,-87.6777225,54.98652291105121,1.2938005390835579
Winchester Ave & Elston Ave,3645,94,3,2023-02-01,2024-01-31,41.90780185,-87.70202803333333,30.94650205761317,0.9876543209876543
Winthrop Ave & Lawrence Ave,6894,190,2,2023-02-01,2024-01-31,41.879627228,-87.660293,33.07223672758921,0.34812880765883375
Wolcott (Ravenswood) Ave & Montrose Ave,6320,172,3,2023-02-01,2024-01-31,41.9251255,-87.676488638,32.65822784810127,0.569620253164557
Wolcott Ave & Polk St,9332,332,6,2023-02-01,2024-01-31,41.86910216666666,-87.68679498333333,42.69181311615945,0.7715387912558938
Wood St & 35th St,1009,30,1,2023-02-01,2024-01-31,41.829986572,-87.670702219,35.678889990089196,1.1892963330029733
Wood St & Augusta Blvd,6856,174,1,2023-02-02,2024-01-31,41.880189061,-87.68074183333333,30.455075845974328,0.1750291715285881
Wood St & Chicago Ave,7738,264,3,2023-02-01,2024-01-31,41.86900876666667,-87.691818,40.940811579219435,0.4652364952184027
Wood St & Hubbard St,4445,131,6,2023-02-01,2024-01-31,41.881600857,-87.67686916666666,35.36557930258718,1.6197975253093364
Wood St & Milwaukee Ave,13443,303,5,2023-02-01,2024-01-31,41.869366883333335,-87.673418164,27.047534032582014,0.4463289444320464
Wood St & Taylor St (Temp),6569,202,5,2023-02-01,2024-01-31,41.848570933333335,-87.68527793333334,36.90059369767088,0.9133810321205663
Wood St & Webster Ave,3464,84,1,2023-02-01,2024-01-31,41.920822144,-87.67299616666666,29.099307159353348,0.3464203233256351
Woodlawn Ave & 55th St,10734,446,9,2023-02-01,2024-01-31,41.780446887,-87.64862671494483,49.86025712688653,1.0061486864169928
Woodlawn Ave & 58th St,2963,362,17,2023-09-15,2024-01-31,41.7889117,-87.59704466666666,146.60816739790752,6.884913938575767
Woodlawn Ave & Lake Park Ave,1597,57,1,2023-02-02,2024-01-31,41.813870668,-87.59711583333333,42.830306825297434,0.7514088916718847
